Lag,variable,value,ID,age,exp,sex,trial_num
1,29.38,0.4339028493815892,H27-14,957,indivi,M,2
2,29.38,0.295814260661804,H27-14,957,indivi,M,2
3,29.38,0.22003027910311196,H27-14,957,indivi,M,2
-3,30.67,0.2631528966812397,H27-14,957,indivi,M,2
-2,30.67,0.6628600645625734,H27-14,957,indivi,M,2
-1,30.67,0.6712400494644271,H27-14,957,indivi,M,2
0,30.67,0.4079038776846848,H27-14,957,indivi,M,2
1,30.67,0.3900133567336023,H27-14,957,indivi,M,2
2,30.67,0.29744523137789175,H27-14,957,indivi,M,2
3,30.67,0.4625467629506576,H27-14,957,indivi,M,2
-3,31.96,0.2517350245189926,H27-14,957,indivi,M,2
-2,31.96,0.6534420178498401,H27-14,957,indivi,M,2
-1,31.96,0.3912060581303411,H27-14,957,indivi,M,2
0,31.96,0.17388678660220888,H27-14,957,indivi,M,2
1,31.96,0.15551846407380668,H27-14,957,indivi,M,2
2,31.96,0.1371501415454045,H27-14,957,indivi,M,2
3,31.96,0.4111007004551825,H27-14,957,indivi,M,2
-3,33.25,0.18211228994878645,H27-14,957,indivi,M,2
-2,33.25,0.6773915405864808,H27-14,957,indivi,M,2
-1,33.25,0.4122436308182481,H27-14,957,indivi,M,2
0,33.25,0.11175467845874158,H27-14,957,indivi,M,2
1,33.25,0.07266682711289194,H27-14,957,indivi,M,2
2,33.25,0.05354397787265746,H27-14,957,indivi,M,2
3,33.25,0.30341587461172415,H27-14,957,indivi,M,2
-3,34.54,0.19507050921041438,H27-14,957,indivi,M,2
-2,34.54,0.6653459729990453,H27-14,957,indivi,M,2
-1,34.54,0.3475959794340262,H27-14,957,indivi,M,2
0,34.54,0.002662778299006687,H27-14,957,indivi,M,2
1,34.54,-0.01705182377166879,H27-14,957,indivi,M,2
2,34.54,-0.03779093881917623,H27-14,957,indivi,M,2
3,34.54,0.22674563291505917,H27-14,957,indivi,M,2
-3,35.83,0.36312469439589273,H27-14,957,indivi,M,2
-2,35.83,0.35438686796047325,H27-14,957,indivi,M,2
-1,35.83,0.1274610665903268,H27-14,957,indivi,M,2
0,35.83,-0.3883813676105255,H27-14,957,indivi,M,2
1,35.83,-0.2423128252096204,H27-14,957,indivi,M,2
2,35.83,-0.2584007140783661,H27-14,957,indivi,M,2
3,35.83,0.22674563291505917,H27-14,957,indivi,M,2
-3,37.12,0.2539899480223141,H27-14,957,indivi,M,2
-2,37.12,0.21265079916038168,H27-14,957,indivi,M,2
-1,37.12,-0.22020053167495146,H27-14,957,indivi,M,2
0,37.12,-0.6530518625102846,H27-14,957,indivi,M,2
1,37.12,-0.5263392279200556,H27-14,957,indivi,M,2
2,37.12,-0.4872884287182475,H27-14,957,indivi,M,2
3,37.12,-0.0013116787516667125,H27-14,957,indivi,M,2
-3,38.41,0.24599545109973145,H27-14,957,indivi,M,2
-2,38.41,0.21265079916038168,H27-14,957,indivi,M,2
-1,38.41,-0.2202005316749515,H27-14,957,indivi,M,2
0,38.41,-0.6530518625102846,H27-14,957,indivi,M,2
1,38.41,-0.11450427647097473,H27-14,957,indivi,M,2
2,38.41,0.11546473091123738,H27-14,957,indivi,M,2
3,38.41,0.22367337711657287,H27-14,957,indivi,M,2
-3,39.7,0.24599545109973148,H27-14,957,indivi,M,2
-2,39.7,0.21265079916038165,H27-14,957,indivi,M,2
-1,39.7,-0.2202005316749515,H27-14,957,indivi,M,2
0,39.7,-0.6530518625102846,H27-14,957,indivi,M,2
1,39.7,-0.11450427647097473,H27-14,957,indivi,M,2
2,39.7,0.42404330956833514,H27-14,957,indivi,M,2
3,39.7,0.5158424342008521,H27-14,957,indivi,M,2
-3,1.0,-0.2910938317753696,H27-14,957,indivi,M,3
-2,1.0,0.07726500394304618,H27-14,957,indivi,M,3
-1,1.0,0.39961877317400335,H27-14,957,indivi,M,3
0,1.0,0.7734757933546537,H27-14,957,indivi,M,3
1,1.0,0.48326683480821964,H27-14,957,indivi,M,3
2,1.0,0.26097705131334026,H27-14,957,indivi,M,3
3,1.0,-0.05184379066538381,H27-14,957,indivi,M,3
-3,2.29,-0.2876701478776745,H27-14,957,indivi,M,3
-2,2.29,0.10121080890336157,H27-14,957,indivi,M,3
-1,2.29,0.45137386456958417,H27-14,957,indivi,M,3
0,2.29,0.7976730273757575,H27-14,957,indivi,M,3
1,2.29,0.42966999170558606,H27-14,957,indivi,M,3
2,2.29,0.18038240332081068,H27-14,957,indivi,M,3
3,2.29,-0.07828878526207379,H27-14,957,indivi,M,3
-3,3.58,-0.2819414559342296,H27-14,957,indivi,M,3
-2,3.58,0.13471566036014793,H27-14,957,indivi,M,3
-1,3.58,0.47864521728667386,H27-14,957,indivi,M,3
0,3.58,0.8225747742132,H27-14,957,indivi,M,3
